source_ip,window_id,attempts_in_window,unique_usernames_in_window,mean_interarrival_sec,std_interarrival_sec,min_interarrival_sec,mean_payload_size,std_payload_size,true_label,binary_label
10.0.0.44,29822873,2,1,45.033968925476074,0.0,45.033968925476074,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822874,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822875,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822876,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822878,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822879,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822881,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822883,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822885,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822886,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822887,2,1,15.669727325439453,0.0,15.669727325439453,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822888,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822889,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822890,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822892,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822894,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822895,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822896,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822898,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822899,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822901,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822902,2,1,9.665090322494507,0.0,9.665090322494507,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822904,3,1,19.278120398521423,9.901349663734436,9.376770734786987,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822905,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822907,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822908,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822909,2,1,15.636330604553223,0.0,15.636330604553223,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822911,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822913,3,1,15.316002488136292,6.195390343666077,9.120612144470215,84.33333333333333,0.5773502691896257,NORMAL,NORMAL
10.0.0.44,29822915,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822916,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822917,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.44,29822919,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822920,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822921,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822923,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822925,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822926,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822927,3,1,19.406161546707153,7.890911340713501,11.515250205993652,84.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.44,29822928,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822929,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822931,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822932,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822933,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822934,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822935,2,1,53.37702560424805,0.0,53.37702560424805,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822936,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822938,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822939,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822940,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822942,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822944,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822945,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822947,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822948,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822949,2,1,5.255648612976074,0.0,5.255648612976074,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822950,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822952,2,1,10.57954478263855,0.0,10.57954478263855,85.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822953,2,1,29.772160530090332,0.0,29.772160530090332,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822955,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822957,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822958,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822862,3,1,6.232083201408386,0.8655802011489868,5.366503000259399,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822864,2,1,27.669536113739014,0.0,27.669536113739014,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822865,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.58,29822867,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822869,2,1,52.21412777900696,0.0,52.21412777900696,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822870,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822871,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822872,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822873,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822875,2,1,20.84786343574524,0.0,20.84786343574524,85.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822877,2,1,25.09469437599182,0.0,25.09469437599182,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822878,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822879,2,1,17.603832721710205,0.0,17.603832721710205,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822881,2,1,8.145931720733643,0.0,8.145931720733643,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822882,2,1,6.211605548858643,0.0,6.211605548858643,83.5,2.1213203435596424,NORMAL,NORMAL
10.0.0.58,29822884,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822886,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822887,2,1,19.805036306381226,0.0,19.805036306381226,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822888,3,1,15.057544350624084,2.6328994035720825,12.424644947052002,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822890,3,1,9.694570660591125,0.10222184658050537,9.59234881401062,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822892,2,1,8.526454210281372,0.0,8.526454210281372,83.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822894,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822896,2,1,5.066823244094849,0.0,5.066823244094849,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822898,6,1,11.117074632644654,5.129255989652309,5.246579647064209,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822900,2,1,12.851502895355225,0.0,12.851502895355225,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822901,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.58,29822902,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822903,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822904,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822905,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822906,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822908,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822909,2,1,7.943797588348389,0.0,7.943797588348389,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822910,2,1,13.777397394180298,0.0,13.777397394180298,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822912,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822913,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822914,3,1,25.51171624660492,4.186942458152771,21.32477378845215,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822916,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.58,29822918,2,1,50.30060911178589,0.0,50.30060911178589,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822919,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822920,3,1,27.26530420780182,15.970596671104431,11.294707536697388,84.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.58,29822921,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822922,2,1,18.835062980651855,0.0,18.835062980651855,85.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822924,2,1,12.24351692199707,0.0,12.24351692199707,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822925,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822927,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822928,2,1,23.550055265426636,0.0,23.550055265426636,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822929,2,1,11.070784330368042,0.0,11.070784330368042,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822931,2,1,16.992093086242676,0.0,16.992093086242676,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822932,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822934,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822935,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822937,2,1,33.67599654197693,0.0,33.67599654197693,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822939,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.58,29822940,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.58,29822941,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822943,2,1,6.597073554992676,0.0,6.597073554992676,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.58,29822945,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822946,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822947,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822948,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822949,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.58,29822951,3,1,24.191332817077637,14.33359956741333,9.857733249664307,84.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.58,29822953,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822954,2,1,30.41272497177124,0.0,30.41272497177124,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822956,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.58,29822958,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.58,29822959,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822866,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.63,29822867,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822868,2,1,7.222637176513672,0.0,7.222637176513672,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.63,29822869,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822870,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822872,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822874,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822875,2,1,14.051877498626709,0.0,14.051877498626709,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822876,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822877,3,1,10.924904346466064,1.9460935592651367,8.978810787200928,84.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.63,29822878,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822879,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.63,29822880,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822881,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822883,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822885,2,1,33.034440755844116,0.0,33.034440755844116,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822886,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822887,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822889,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822890,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822891,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822892,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822894,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.63,29822895,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822896,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822897,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822898,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822900,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.63,29822901,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822902,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.63,29822904,2,1,57.04457426071167,0.0,57.04457426071167,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.63,29822906,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822907,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822908,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822909,2,1,11.581331491470337,0.0,11.581331491470337,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822911,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.63,29822912,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822914,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822915,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822916,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822918,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822919,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.63,29822920,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822921,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822922,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822923,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822925,2,1,13.46242904663086,0.0,13.46242904663086,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822927,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822928,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822929,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822931,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822933,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822934,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822935,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822936,2,1,30.61957287788391,0.0,30.61957287788391,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822938,2,1,35.71235251426697,0.0,35.71235251426697,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.63,29822939,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822940,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822941,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822942,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822944,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822945,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.63,29822947,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822948,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822949,2,1,19.6595196723938,0.0,19.6595196723938,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.63,29822950,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822951,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822952,2,1,28.66077208518982,0.0,28.66077208518982,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.63,29822953,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822954,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822955,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822956,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822958,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.63,29822959,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822869,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822870,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822872,2,1,13.496841669082642,0.0,13.496841669082642,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822873,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822875,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822876,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822878,2,1,38.22208380699158,0.0,38.22208380699158,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822879,2,1,42.804500579833984,0.0,42.804500579833984,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822880,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822881,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822882,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822883,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822884,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822885,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822887,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822888,2,1,39.155985832214355,0.0,39.155985832214355,83.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822890,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822891,2,1,18.759769201278687,0.0,18.759769201278687,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822893,2,1,20.342085361480713,0.0,20.342085361480713,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822895,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822896,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822898,2,1,17.743988037109375,0.0,17.743988037109375,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822899,2,1,16.621582746505737,0.0,16.621582746505737,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822900,2,1,7.622711420059204,0.0,7.622711420059204,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822901,2,1,15.949523448944092,0.0,15.949523448944092,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822903,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822904,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822906,2,1,8.022677183151245,0.0,8.022677183151245,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822907,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822908,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822910,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822911,2,1,5.415348529815674,0.0,5.415348529815674,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822913,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822914,2,1,16.028562307357788,0.0,16.028562307357788,84.0,1.4142135623730951,NORMAL,NORMAL
10.0.0.71,29822916,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822917,2,1,15.732046365737915,0.0,15.732046365737915,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822918,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822919,2,1,42.254069566726685,0.0,42.254069566726685,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822920,2,1,39.64240050315857,0.0,39.64240050315857,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822921,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822922,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822923,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822925,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822927,2,1,47.44320607185364,0.0,47.44320607185364,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822929,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822931,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822932,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822934,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822935,2,1,7.978229522705078,0.0,7.978229522705078,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822936,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822937,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822939,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822940,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822941,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.71,29822942,2,1,10.283132791519165,0.0,10.283132791519165,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.71,29822943,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822944,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822945,4,1,13.58852736155192,1.4702509730037292,11.522280931472778,83.75,0.5,NORMAL,NORMAL
10.0.0.71,29822946,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822947,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822948,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822949,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.71,29822950,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822951,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822953,2,1,49.65448999404907,0.0,49.65448999404907,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822955,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822956,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.71,29822958,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
